id,job_detail_id,recruiter_id,created_date,updated_date,created_by,updated_by
daee868d-8b79-4847-843a-b2cd49451a1d,2ea1a183-ed28-41a2-9b92-43eae75e3f75,61703f25-0098-4ed7-bc9f-e8f65e8953f8,2024-04-19 04:16:12,2024-04-19 04:16:12,61703f25-0098-4ed7-bc9f-e8f65e8953f8,61703f25-0098-4ed7-bc9f-e8f65e8953f8
dd7a00ef-4990-46e5-8d5c-da3598836740,b4bbed65-7464-413f-a37c-b102d666b446,61703f25-0098-4ed7-bc9f-e8f65e8953f8,2024-06-19 04:25:00,2024-06-19 04:25:00,61703f25-0098-4ed7-bc9f-e8f65e8953f8,61703f25-0098-4ed7-bc9f-e8f65e8953f8
e5868bd5-8aaa-4922-8910-5681f1116270,f56a6228-5fa8-4e48-9755-5d651390cc0e,61703f25-0098-4ed7-bc9f-e8f65e8953f8,2024-03-14 12:32:49,2024-03-14 12:32:49,61703f25-0098-4ed7-bc9f-e8f65e8953f8,61703f25-0098-4ed7-bc9f-e8f65e8953f8
ec0c5c90-77ef-4f0e-81de-accda0bb7c4f,b1eabe48-ae2c-4a9c-bed7-8a5e65bf6887,90dfd38a-26c0-4af5-9b00-72e614d11753,2023-08-07 05:27:28,2023-08-07 05:27:28,90dfd38a-26c0-4af5-9b00-72e614d11753,90dfd38a-26c0-4af5-9b00-72e614d11753
ed1c321a-ea0e-480c-8f75-d344fda41864,01563a68-580a-4615-ab31-52b0c10312b8,476dee15-d552-4120-b525-30cb64f97eee,2023-08-08 05:29:58,2023-08-08 05:29:58,476dee15-d552-4120-b525-30cb64f97eee,476dee15-d552-4120-b525-30cb64f97eee
ee7e46ba-b98f-41fc-801a-62bc948504de,a9378388-3310-4ab4-a858-e83c65de8fe9,61703f25-0098-4ed7-bc9f-e8f65e8953f8,2024-03-08 04:02:45,2024-03-08 04:02:45,61703f25-0098-4ed7-bc9f-e8f65e8953f8,61703f25-0098-4ed7-bc9f-e8f65e8953f8
f316d777-f248-46fa-a435-545add58eb99,59dc48be-d1f9-4bdb-a75c-084d55bd54c2,61703f25-0098-4ed7-bc9f-e8f65e8953f8,2024-06-14 11:13:25,2024-06-14 11:13:25,61703f25-0098-4ed7-bc9f-e8f65e8953f8,61703f25-0098-4ed7-bc9f-e8f65e8953f8
f39c8935-d577-4b6f-ad2f-44a75f304b43,01563a68-580a-4615-ab31-52b0c10312b8,90dfd38a-26c0-4af5-9b00-72e614d11753,2023-06-14 06:42:19,2023-06-14 06:42:19,90dfd38a-26c0-4af5-9b00-72e614d11753,90dfd38a-26c0-4af5-9b00-72e614d11753
f4fa3c9a-269f-4f33-a979-3723f9fbc8d7,8a200ec8-24eb-4606-a5ff-35714de9c7c9,90dfd38a-26c0-4af5-9b00-72e614d11753,2024-05-31 09:57:26,2024-05-31 09:57:26,90dfd38a-26c0-4af5-9b00-72e614d11753,90dfd38a-26c0-4af5-9b00-72e614d11753
f59a417e-0e15-4170-9205-e57d17ae0be7,17cb0d77-8169-4f01-a7bd-e019cf08d7eb,90dfd38a-26c0-4af5-9b00-72e614d11753,2023-06-14 09:51:40,2023-06-14 09:51:40,90dfd38a-26c0-4af5-9b00-72e614d11753,90dfd38a-26c0-4af5-9b00-72e614d11753
f748ae5b-f0d2-4e53-b54e-a35ee1f9789f,f4bbcd14-cfdf-42a8-b732-eaa18771d585,61703f25-0098-4ed7-bc9f-e8f65e8953f8,2024-06-26 06:52:19,2024-06-26 06:52:19,61703f25-0098-4ed7-bc9f-e8f65e8953f8,61703f25-0098-4ed7-bc9f-e8f65e8953f8
f9874a24-0c44-43aa-b803-db2d8f7ae7f3,2ca064e1-69e7-4214-be25-bf86b98a7859,61703f25-0098-4ed7-bc9f-e8f65e8953f8,2024-07-05 10:06:37,2024-07-05 10:06:37,61703f25-0098-4ed7-bc9f-e8f65e8953f8,61703f25-0098-4ed7-bc9f-e8f65e8953f8
fe637a5d-e98d-406d-9529-a6c6036f2a5e,8e856596-a4ea-4259-8a56-f7fa07a40316,61703f25-0098-4ed7-bc9f-e8f65e8953f8,2024-06-20 11:20:24,2024-06-20 11:20:24,61703f25-0098-4ed7-bc9f-e8f65e8953f8,61703f25-0098-4ed7-bc9f-e8f65e8953f8
